update,overall_cos_sim,overall_policy_norm,overall_value_norm,stem_cos_sim,stem_policy_norm,stem_value_norm,blocks_0_3_cos_sim,blocks_0_3_policy_norm,blocks_0_3_value_norm,blocks_4_7_cos_sim,blocks_4_7_policy_norm,blocks_4_7_value_norm,blocks_8_11_cos_sim,blocks_8_11_policy_norm,blocks_8_11_value_norm,blocks_12_15_cos_sim,blocks_12_15_policy_norm,blocks_12_15_value_norm
1984,-0.060354556888341904,1.0332344770431519,2.8276166915893555,-0.2874118685722351,0.38654547929763794,1.3970367908477783,-0.01465203333646059,0.8409396409988403,2.1493589878082275,0.027580779045820236,0.35205572843551636,0.9438995718955994,-0.02292272262275219,0.2221144139766693,0.5975422263145447,-0.009371837601065636,0.1941612958908081,0.41947150230407715
2048,0.8715628385543823,1.6996421813964844,1.6457992792129517,0.9524374008178711,0.8073964715003967,0.7823717594146729,0.8773776292800903,1.3839091062545776,1.3398994207382202,0.7784856557846069,0.4617002308368683,0.47902584075927734,0.5460194945335388,0.24650226533412933,0.22748048603534698,0.21493270993232727,0.21854010224342346,0.14144262671470642
2112,-0.6051810383796692,2.2374558448791504,1.2130323648452759,-0.800260066986084,1.1071131229400635,0.6156892776489258,-0.6150593757629395,1.7801066637039185,0.9000054001808167,-0.3406516909599304,0.6157082319259644,0.3518652319908142,-0.23674969375133514,0.3620772957801819,0.2709725499153137,-0.15724387764930725,0.31864234805107117,0.2917691171169281
2176,0.5453004837036133,2.0858912467956543,5.705089569091797,0.6628581881523132,0.9455142617225647,2.9290130138397217,0.5442603230476379,1.6695780754089355,4.319978713989258,0.42268168926239014,0.6399156451225281,1.7049223184585571,0.383297324180603,0.39930060505867004,1.1503463983535767,0.27581557631492615,0.31705111265182495,1.0376205444335938
2240,0.10741518437862396,1.337236762046814,1.237585425376892,0.054803527891635895,0.527285099029541,0.6141141057014465,0.14207753539085388,1.1027508974075317,0.9280424118041992,0.07741130143404007,0.4128047525882721,0.40474840998649597,0.03852961212396622,0.26466384530067444,0.2854568064212799,-0.024198738858103752,0.23164242506027222,0.21888777613639832
2304,-0.4366585612297058,2.4758052825927734,3.669504165649414,-0.5919777154922485,1.1725091934204102,1.8933502435684204,-0.4104406535625458,2.0188417434692383,2.7634496688842773,-0.3447863459587097,0.6571000814437866,1.1004008054733276,-0.3366706967353821,0.37305113673210144,0.7638344168663025,-0.08065853267908096,0.328884094953537,0.6704537868499756
2368,0.24611157178878784,1.1198160648345947,1.4169923067092896,0.3788066804409027,0.39798998832702637,0.6135339140892029,0.2751562297344208,0.9290711879730225,1.1066293716430664,0.10196930170059204,0.3603345453739166,0.49609971046447754,-0.015506371855735779,0.23945018649101257,0.32356226444244385,-0.037740789353847504,0.2127002626657486,0.23665791749954224
2432,0.17557600140571594,1.0622562170028687,0.8421967625617981,0.052783429622650146,0.3853066861629486,0.32872727513313293,0.2071264088153839,0.8725691437721252,0.6513016223907471,0.1836698353290558,0.34813135862350464,0.3242203891277313,0.17553776502609253,0.22837913036346436,0.22434787452220917,0.09455527365207672,0.21259711682796478,0.1469324380159378
2496,-0.34161871671676636,2.130162477493286,4.817839622497559,-0.4903390407562256,0.852262556552887,2.5323598384857178,-0.3438200354576111,1.7248743772506714,3.609365463256836,-0.17210447788238525,0.682999849319458,1.4053181409835815,-0.16927851736545563,0.44990774989128113,0.989364743232727,-0.1802550107240677,0.40883105993270874,0.9041292071342468
2560,-0.3106989860534668,1.0482898950576782,4.894258975982666,-0.48551374673843384,0.35035860538482666,2.6034069061279297,-0.33391156792640686,0.8367053866386414,3.6472532749176025,-0.15176106989383698,0.380332350730896,1.4016090631484985,-0.14155158400535583,0.26174360513687134,1.016855001449585,-0.05820486694574356,0.25084346532821655,0.9354588985443115
2624,0.7123736143112183,1.6893693208694458,1.3804324865341187,0.8313754796981812,0.7046493291854858,0.6356451511383057,0.703205943107605,1.348667025566101,1.0646464824676514,0.7022223472595215,0.564613938331604,0.4515136480331421,0.6263759136199951,0.3675635755062103,0.311149537563324,0.3781740367412567,0.29093533754348755,0.25961196422576904
2688,0.15468423068523407,0.8076019287109375,3.729865550994873,0.2815153896808624,0.27907252311706543,2.0739574432373047,0.12989218533039093,0.669540524482727,2.7802584171295166,0.13872580230236053,0.26626822352409363,1.0153394937515259,0.11719970405101776,0.17902974784374237,0.6933415532112122,0.09922988712787628,0.15200160443782806,0.6075549125671387
2752,-0.272674560546875,0.9930003881454468,3.14318585395813,-0.434763103723526,0.3932006359100342,1.668089509010315,-0.2378462255001068,0.7934504151344299,2.36655330657959,-0.2422049641609192,0.3319023847579956,0.9076942801475525,-0.23141202330589294,0.22110004723072052,0.6323671936988831,-0.12926965951919556,0.2069663405418396,0.5222290754318237
2816,0.5476453900337219,1.3475157022476196,3.783345937728882,0.7469518780708313,0.5892272591590881,2.0288383960723877,0.5261003971099854,1.0506291389465332,2.8706767559051514,0.419212281703949,0.4535609185695648,1.0060449838638306,0.3510124087333679,0.30146893858909607,0.6819947361946106,0.2700834274291992,0.2611272633075714,0.6924543976783752
