update,loss,win_rate,win_rate_black,win_rate_white,avg_game_length,entropy,value_loss,raw_value_mse,tactics_wins,tactics_blocks,tactics_synth_wins_eq,tactics_synth_wins_missed,tactics_synth_blocks,imitation_black,imitation_white,win_miss_ema,block_miss_ema,win_boost,block_boost,cf_attempted,cf_candidates_avg,cf_added,cf_winrate_avg,cf_orig_winrate_avg,cf_entropy_avg,time_total,time_selfplay,time_train,learning_rate
8,0.9645496765188,0.609375,0.5881486131037781,0.629410337504567,91.90625,4.754594716450249,0.05879967338114511,0.058511325981960564,312,6,143,3953,1396,0,0,0.9954205574170338,0.9993560259447137,0.9999855625775509,0.749999679020827,0,0.0,0,0.0,0.0,0.0,35.06892418861389,5.000974178314209,30.06766778230667,0.00012205710845591966
16,3.3304429471609183,0.890625,0.8907380334356059,0.8847421146924727,68.015625,4.3217370196391425,0.033114796453446615,0.03255120605003564,456,3,277,3819,434,0,0,0.9873571899171528,0.9985618816540764,0.9998743302221147,0.7499983992284188,0,0.0,0,0.0,0.0,0.0,26.442449778318405,3.908234864473343,22.53387150168419,0.00012205709572299384
24,3.2882679821923375,0.986328125,0.9936454311454311,0.9769982854660274,25.4375,3.5418883111164243,0.09183544099323626,0.08987254527727905,505,0,447,2050,46,0,0,0.9470245949391277,0.9230106732187775,0.9980200749629722,0.7470854463070717,0,0.0,0,0.0,0.0,0.0,10.631789356470108,1.4713283777236938,9.160165011882782,0.00012205707025714219
32,2.2396271442994475,0.9765625,0.986739417989418,0.9635870091752444,11.69140625,2.204094434534847,0.1644255525097833,0.16228788358570825,500,0,408,441,5,0,0,0.870091501371477,0.858266072543922,0.985473193755332,0.7376907447754034,0,0.0,0,0.0,0.0,0.0,4.533204555511475,0.6440539658069611,3.8888489305973053,0.00012205705752421636
40,1.9648856036365032,0.9296875,0.933634560613833,0.9223730226780491,11.11328125,2.152087838087394,0.1586439543752931,0.1574846748284751,476,0,368,212,15,0,0,0.7893644388679151,0.859418622814121,0.9600319832756282,0.7379147131457251,0,0.0,0,0.0,0.0,0.0,4.068359732627869,0.6010833084583282,3.466993063688278,0.00012205703205836471
48,1.624058580028759,0.939453125,0.9776928290255497,0.9040145399772417,9.787109375,1.602670238803852,0.17635579807392787,0.17580966361185485,481,0,357,83,10,0,0,0.7071897801890481,0.8464406712027303,0.9198261168965272,0.7352739983686989,0,0.0,0,0.0,0.0,0.0,3.5147261023521423,0.49980103969573975,3.014635890722275,0.00012205701932543889
56,1.3678101118130144,0.896484375,0.9701137629565049,0.8154715841207776,9.693359375,1.632700654759795,0.1619215450482443,0.1615158958647877,459,1,313,74,18,0,0,0.6325401781128256,0.8618192223074292,0.8718727982340597,0.7352213291160294,0,0.0,0,0.0,0.0,0.0,3.442524164915085,0.4985731840133667,2.943656414747238,0.00012205699385958724
64,1.2136089634150267,0.884765625,0.9528086489504233,0.8164484309489176,9.33984375,1.4122893528725178,0.1528561287559569,0.1530058686894882,453,0,299,43,18,0,0,0.5649405582465072,0.8781761735732488,0.8182122011857427,0.7385130538490542,0,0.0,0,0.0,0.0,0.0,4.010600537061691,0.5817002952098846,3.428554952144623,0.00012205698112666141
72,0.8998676282353699,0.822265625,0.9278290751784585,0.7263094305120167,9.150390625,1.4141011209167749,0.14197367103770375,0.14143132488916055,421,0,277,17,40,0,0,0.5016289974607253,0.8925968942056902,0.7589115178568374,0.7410715968363674,0,0.0,0,0.0,0.0,0.0,3.402973234653473,0.5991175472736359,2.8034999668598175,0.00012205695566080976
80,0.9559672670438886,0.837890625,0.946981835545609,0.7168730909020876,8.908203125,1.3397488706785647,0.13832880510017276,0.13786689360300206,429,0,282,18,26,0,0,0.44520144820920543,0.8913165123301316,0.6990739348977271,0.7408574520756641,0,0.0,0,0.0,0.0,0.0,3.3284076154232025,0.5639317035675049,2.764060825109482,0.00012205693656142103
